count,taxon.id,taxon.rank,taxon.rank_level,taxon.iconic_taxon_id,taxon.ancestor_ids,taxon.is_active,taxon.name,taxon.parent_id,taxon.ancestry,taxon.extinct,taxon.taxon_changes_count,taxon.taxon_schemes_count,taxon.observations_count,taxon.current_synonymous_taxon_ids,taxon.atlas_id,taxon.complete_species_count,taxon.wikipedia_url,taxon.iconic_taxon_name,taxon.preferred_common_name,taxon.preferred_establishment_means,taxon.default_photo.id,taxon.default_photo.license_code,taxon.default_photo.attribution,taxon.default_photo.url,taxon.default_photo.flags,taxon.default_photo.attribution_name,taxon.default_photo.square_url,taxon.default_photo.medium_url,taxon.default_photo.original_dimensions.height,taxon.default_photo.original_dimensions.width,taxon.flag_counts.resolved,taxon.flag_counts.unresolved,taxon.establishment_means.id,taxon.establishment_means.establishment_means,taxon.establishment_means.place.id,taxon.establishment_means.place.name,taxon.establishment_means.place.display_name,taxon.establishment_means.place.ancestry,taxon.conservation_status.id,taxon.conservation_status.source_id,taxon.conservation_status.user_id,taxon.conservation_status.authority,taxon.conservation_status.status,taxon.conservation_status.status_name,taxon.conservation_status.geoprivacy,taxon.conservation_status.iucn,taxon.conservation_status.place.id,taxon.conservation_status.place.name,taxon.conservation_status.place.display_name,taxon.conservation_status.place.ancestry,taxon.conservation_status.place_id
20,157491,species,10,47126,,TRUE,Hemarthria altissima,157492,48460/47126/211194/47125/47163/47162/47434/326013/635417/1138111/157492,FALSE,2,5,152,NA,NA,NA,https://en.wikipedia.org/wiki/Hemarthria_altissima,Plantae,Limpograss,introduced,261882253,cc-by-nc,"(c) François Rousseu, some rights reserved (CC BY-NC), uploaded by François Rousseu",https://inaturalist-open-data.s3.amazonaws.com/photos/261882253/square.jpg,,François Rousseu,https://inaturalist-open-data.s3.amazonaws.com/photos/261882253/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/261882253/medium.jpg,2048,1536,0,0,22538973,introduced,21,Florida,"Florida, US",97394/1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,160760,species,10,47126,,TRUE,Clusia rosea,157138,48460/47126/211194/47125/47124/51820/49585/1597017/157138,FALSE,0,3,6250,NA,NA,NA,https://en.wikipedia.org/wiki/Clusia_rosea,Plantae,autograph tree,native,107543738,cc-by,"(c) Forest and Kim Starr, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/107543738/square.jpg,,Forest and Kim Starr,https://inaturalist-open-data.s3.amazonaws.com/photos/107543738/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/107543738/medium.jpg,1536,2048,0,1,8759041,native,21,Florida,"Florida, US",97394/1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,163872,species,10,47126,,TRUE,Hydrocotyle bowlesioides,56917,48460/47126/211194/47125/47124/48700/52849/525720/56917,FALSE,0,4,220,NA,NA,NA,NA,Plantae,Bowlesia-leaf Pennywort,introduced,80546259,NA,"(c) Jeff Stauffer, all rights reserved, uploaded by Jeff Stauffer",https://static.inaturalist.org/photos/80546259/square.jpg,,Jeff Stauffer,https://static.inaturalist.org/photos/80546259/square.jpg,https://static.inaturalist.org/photos/80546259/medium.jpg,1536,2048,0,0,61768652,introduced,21,Florida,"Florida, US",97394/1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,164230,species,10,47126,,TRUE,Jasminum multiflorum,82888,48460/47126/211194/47125/47124/48151/47733/82888,FALSE,0,4,1071,NA,NA,NA,http://en.wikipedia.org/wiki/Jasminum_multiflorum,Plantae,star jasmine,introduced,28919809,cc0,"no rights reserved, uploaded by 葉子",https://inaturalist-open-data.s3.amazonaws.com/photos/28919809/square.jpeg,,葉子,https://inaturalist-open-data.s3.amazonaws.com/photos/28919809/square.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/28919809/medium.jpeg,2048,1536,0,0,30242419,introduced,21,Florida,"Florida, US",97394/1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,167476,species,10,47126,,TRUE,Pseudelephantopus spicatus,156560,48460/47126/211194/47125/47124/47605/47604/1442431/361887/939475/156560,FALSE,2,2,1204,NA,NA,NA,http://en.wikipedia.org/wiki/Pseudelephantopus_spicatus,Plantae,dog's-tongue,NA,30237646,cc0,"no rights reserved, uploaded by 葉子",https://inaturalist-open-data.s3.amazonaws.com/photos/30237646/square.jpeg,,葉子,https://inaturalist-open-data.s3.amazonaws.com/photos/30237646/square.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/30237646/medium.jpeg,1536,2048,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,167941,species,10,47126,,TRUE,Richardia humistrata,52079,48460/47126/211194/47125/47124/47363/47693/788064/788088/52079,FALSE,0,3,442,NA,NA,NA,NA,Plantae,South American Mexican Clover,introduced,253425268,cc-by,"(c) Rafael Tosi, some rights reserved (CC BY), uploaded by Rafael Tosi",https://inaturalist-open-data.s3.amazonaws.com/photos/253425268/square.jpg,,Rafael Tosi,https://inaturalist-open-data.s3.amazonaws.com/photos/253425268/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/253425268/medium.jpg,1600,904,0,0,109514227,introduced,21,Florida,"Florida, US",97394/1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,170416,species,10,47126,,TRUE,Zephyranthes citrina,120027,48460/47126/211194/47125/47163/47218/55849/924654/924785/924787/120027,FALSE,0,3,1153,NA,NA,NA,http://en.wikipedia.org/wiki/Zephyranthes_citrina,Plantae,Citron zephyrlily,introduced,161741159,cc-by-nc,"(c) axhela, some rights reserved (CC BY-NC), uploaded by axhela",https://inaturalist-open-data.s3.amazonaws.com/photos/161741159/square.jpg,,axhela,https://inaturalist-open-data.s3.amazonaws.com/photos/161741159/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/161741159/medium.jpg,2048,1536,0,0,29534992,introduced,21,Florida,"Florida, US",97394/1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,179304,species,10,47126,,TRUE,Tulbaghia violacea,119384,48460/47126/211194/47125/47163/47218/55849/924653/924697/119384,FALSE,0,3,8727,NA,NA,NA,http://en.wikipedia.org/wiki/Tulbaghia_violacea,Plantae,Society Garlic,introduced,244982664,cc-by-nc,"(c) faluke, some rights reserved (CC BY-NC), uploaded by faluke",https://inaturalist-open-data.s3.amazonaws.com/photos/244982664/square.jpeg,,faluke,https://inaturalist-open-data.s3.amazonaws.com/photos/244982664/square.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/244982664/medium.jpeg,1416,2048,0,0,65299521,introduced,21,Florida,"Florida, US",97394/1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,924302,species,10,47126,,TRUE,Cyperus hyalinus,52734,48460/47126/211194/47125/47163/47162/47161/873509/924234/52734,FALSE,1,1,27,NA,NA,NA,NA,Plantae,NA,introduced,143035661,cc-by-nc,"(c) Keith Bradley, some rights reserved (CC BY-NC), uploaded by Keith Bradley",https://inaturalist-open-data.s3.amazonaws.com/photos/143035661/square.jpg,,Keith Bradley,https://inaturalist-open-data.s3.amazonaws.com/photos/143035661/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/143035661/medium.jpg,2048,1363,0,0,88245732,introduced,21,Florida,"Florida, US",97394/1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,56188,species,10,47126,,TRUE,Vicia hirsuta,1539289,48460/47126/211194/47125/47124/47123/47122/507502/633087/52472/1539289,FALSE,0,6,12485,NA,NA,NA,http://en.wikipedia.org/wiki/Vicia_hirsuta,Plantae,Hairy tare,introduced,105701010,cc-by-nc,"(c) Felix Riegel, some rights reserved (CC BY-NC), uploaded by Felix Riegel",https://inaturalist-open-data.s3.amazonaws.com/photos/105701010/square.jpeg,,Felix Riegel,https://inaturalist-open-data.s3.amazonaws.com/photos/105701010/square.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/105701010/medium.jpeg,1440,1920,0,0,32247399,introduced,21,Florida,"Florida, US",97394/1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,58320,species,10,47126,,TRUE,Koelreuteria paniculata,58322,48460/47126/211194/47125/47124/47729/58321/58322,FALSE,0,5,13307,NA,NA,NA,http://en.wikipedia.org/wiki/Koelreuteria_paniculata,Plantae,golden rain tree,introduced,84358989,NA,"(c) Mike Keenan, all rights reserved, uploaded by Mike Keenan",https://static.inaturalist.org/photos/84358989/square.jpg,,Mike Keenan,https://static.inaturalist.org/photos/84358989/square.jpg,https://static.inaturalist.org/photos/84358989/medium.jpg,2048,1536,1,0,14937128,introduced,21,Florida,"Florida, US",97394/1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,121022,species,10,47126,,TRUE,Morinda citrifolia,121024,48460/47126/211194/47125/47124/47363/47693/788064/788075/121024,FALSE,1,1,13617,NA,NA,NA,http://en.wikipedia.org/wiki/Morinda_citrifolia,Plantae,Noni,introduced,333341010,cc-by-nc,"(c) ytw, some rights reserved (CC BY-NC), uploaded by ytw",https://inaturalist-open-data.s3.amazonaws.com/photos/333341010/square.jpeg,,ytw,https://inaturalist-open-data.s3.amazonaws.com/photos/333341010/square.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/333341010/medium.jpeg,2048,1989,1,0,10107482,introduced,21,Florida,"Florida, US",97394/1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,126165,species,10,47126,,TRUE,Alocasia macrorrhizos,69234,48460/47126/211194/47125/47163/48073/48536/467650/937796/69234,FALSE,2,4,6186,NA,NA,NA,http://en.wikipedia.org/wiki/Alocasia_macrorrhizos,Plantae,giant taro,introduced,62771804,cc-by-nc,"(c) SunGW, some rights reserved (CC BY-NC), uploaded by SunGW",https://inaturalist-open-data.s3.amazonaws.com/photos/62771804/square.jpeg,,SunGW,https://inaturalist-open-data.s3.amazonaws.com/photos/62771804/square.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/62771804/medium.jpeg,2048,1536,0,0,7179660,introduced,21,Florida,"Florida, US",97394/1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,159191,species,10,47126,,TRUE,Basella alba,156205,48460/47126/211194/47125/47124/47366/71407/156205,FALSE,0,2,3315,NA,128002,NA,http://en.wikipedia.org/wiki/Basella_alba,Plantae,Malabar spinach,introduced,59103714,cc0,"no rights reserved, uploaded by 葉子",https://inaturalist-open-data.s3.amazonaws.com/photos/59103714/square.jpeg,,葉子,https://inaturalist-open-data.s3.amazonaws.com/photos/59103714/square.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/59103714/medium.jpeg,1536,2048,1,0,59889808,introduced,21,Florida,"Florida, US",97394/1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,319135,species,10,47126,,TRUE,Azadirachta indica,319141,48460/47126/211194/47125/47124/47729/53724/1510860/1510861/319141,FALSE,1,1,14804,NA,NA,NA,http://en.wikipedia.org/wiki/Azadirachta_indica,Plantae,Neem,introduced,70176803,NA,"(c) Andres Hernandez, all rights reserved, uploaded by Andres Hernandez",https://static.inaturalist.org/photos/70176803/square.jpg,,Andres Hernandez,https://static.inaturalist.org/photos/70176803/square.jpg,https://static.inaturalist.org/photos/70176803/medium.jpg,798,1200,0,0,41055953,introduced,21,Florida,"Florida, US",97394/1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,427503,species,10,47126,,TRUE,Dichorisandra thyrsiflora,272905,48460/47126/211194/47125/47163/49146/49147/1432346/1276252/272905,FALSE,0,1,2400,NA,46939,NA,http://en.wikipedia.org/wiki/Dichorisandra_thyrsiflora,Plantae,Blue ginger,introduced,100140798,NA,"(c) Marco Pellegrini, all rights reserved, uploaded by Marco Pellegrini",https://static.inaturalist.org/photos/100140798/square.jpg,,Marco Pellegrini,https://static.inaturalist.org/photos/100140798/square.jpg,https://static.inaturalist.org/photos/100140798/medium.jpg,2048,1365,0,0,28778177,introduced,21,Florida,"Florida, US",97394/1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,48448,species,10,47126,,TRUE,Zea mays,48449,48460/47126/211194/47125/47163/47162/47434/326013/635417/1138114/48449,FALSE,1,6,13986,NA,NA,NA,http://en.wikipedia.org/wiki/Maize,Plantae,Maize,introduced,88716363,NA,"(c) José Miguel Sola, all rights reserved, uploaded by José Miguel Sola",https://static.inaturalist.org/photos/88716363/square.jpeg,,José Miguel Sola,https://static.inaturalist.org/photos/88716363/square.jpeg,https://static.inaturalist.org/photos/88716363/medium.jpeg,2048,1536,3,0,68164610,introduced,21,Florida,"Florida, US",97394/1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,60218,species,10,47126,,TRUE,Ficus carica,1428517,48460/47126/211194/47125/47124/47132/50998/1529470/50999/1428517,FALSE,0,9,40832,NA,NA,NA,http://en.wikipedia.org/wiki/Common_fig,Plantae,common fig,introduced,97971657,NA,"(c) Dmitry Savikovsky, all rights reserved, uploaded by Dmitry Savikovsky",https://static.inaturalist.org/photos/97971657/square.jpeg,,Dmitry Savikovsky,https://static.inaturalist.org/photos/97971657/square.jpeg,https://static.inaturalist.org/photos/97971657/medium.jpeg,1538,2048,2,0,16160404,introduced,21,Florida,"Florida, US",97394/1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,123438,species,10,47126,,TRUE,Plumeria rubra,48319,48460/47126/211194/47125/47124/47363/47362/487323/632405/632676/48319,FALSE,1,3,23676,NA,NA,NA,http://en.wikipedia.org/wiki/Plumeria_rubra,Plantae,Mexican Plumeria,introduced,70240531,NA,"(c) Fabi Diaz, all rights reserved, uploaded by Fabi Diaz",https://static.inaturalist.org/photos/70240531/square.jpg,,Fabi Diaz,https://static.inaturalist.org/photos/70240531/square.jpg,https://static.inaturalist.org/photos/70240531/medium.jpg,960,1280,0,0,29213514,introduced,21,Florida,"Florida, US",97394/1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,123757,species,10,47126,,TRUE,Eucalyptus deglupta,51815,48460/47126/211194/47125/47124/47791/51816/468848/473531/51815,FALSE,0,2,2515,NA,NA,NA,http://en.wikipedia.org/wiki/Eucalyptus_deglupta,Plantae,Rainbow Gum,introduced,9056643,NA,"(c) Keisha Charlene, all rights reserved, uploaded by Keisha Charlene",https://static.inaturalist.org/photos/9056643/square.jpg,,Keisha Charlene,https://static.inaturalist.org/photos/9056643/square.jpg,https://static.inaturalist.org/photos/9056643/medium.jpg,2048,1639,1,0,52798790,introduced,21,Florida,"Florida, US",97394/1,202263,NA,NA,IUCN Red List,vu,vulnerable,open,30,NA,NA,NA,NA,NA
18,851933,species,10,47126,,TRUE,Vachellia cornigera,72418,48460/47126/211194/47125/47124/47123/47122/373578/72418,FALSE,3,1,2982,NA,20547,NA,http://en.wikipedia.org/wiki/Vachellia_cornigera,Plantae,bullhorn acacia,introduced,54708136,NA,"(c) Ruth Ripley, all rights reserved, uploaded by Ruth Ripley",https://static.inaturalist.org/photos/54708136/square.jpeg,,Ruth Ripley,https://static.inaturalist.org/photos/54708136/square.jpeg,https://static.inaturalist.org/photos/54708136/medium.jpeg,1365,2048,0,0,46272992,introduced,21,Florida,"Florida, US",97394/1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,858891,species,10,47126,,TRUE,Gonolobus taylorianus,185448,48460/47126/211194/47125/47124/47363/47362/373579/632307/632315/185448,FALSE,0,1,52,NA,NA,NA,NA,Plantae,NA,introduced,150574625,NA,"(c) Jadiel Umanzor, all rights reserved, uploaded by Jadiel Umanzor",https://static.inaturalist.org/photos/150574625/square.jpeg,,Jadiel Umanzor,https://static.inaturalist.org/photos/150574625/square.jpeg,https://static.inaturalist.org/photos/150574625/medium.jpeg,2048,1536,1,0,34076188,introduced,21,Florida,"Florida, US",97394/1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,52973,species,10,47126,,TRUE,Cerastium glomeratum,50853,48460/47126/211194/47125/47124/47366/48567/791419/50853,FALSE,0,6,24354,NA,NA,NA,http://en.wikipedia.org/wiki/Cerastium_glomeratum,Plantae,Sticky mouse-ear chickweed,introduced,33886207,cc0,"no rights reserved, uploaded by 葉子",https://inaturalist-open-data.s3.amazonaws.com/photos/33886207/square.jpeg,,葉子,https://inaturalist-open-data.s3.amazonaws.com/photos/33886207/square.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/33886207/medium.jpeg,2048,1536,1,0,30528628,introduced,21,Florida,"Florida, US",97394/1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,53104,species,10,47126,,TRUE,Hypochaeris radicata,1598300,48460/47126/211194/47125/47124/47605/47604/447425/359450/558819/51900/1598300,FALSE,0,6,62616,NA,NA,NA,http://en.wikipedia.org/wiki/Hypochaeris_radicata,Plantae,Common Cat's-ear,introduced,264826790,cc-by-sa,"(c) Douglas Goldman, some rights reserved (CC BY-SA), uploaded by Douglas Goldman",https://inaturalist-open-data.s3.amazonaws.com/photos/264826790/square.jpg,,Douglas Goldman,https://inaturalist-open-data.s3.amazonaws.com/photos/264826790/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/264826790/medium.jpg,1371,2048,0,0,9372768,introduced,21,Florida,"Florida, US",97394/1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,59051,species,10,47126,,TRUE,Cyperus difformis,52734,48460/47126/211194/47125/47163/47162/47161/873509/924234/52734,FALSE,0,7,1698,NA,NA,NA,http://en.wikipedia.org/wiki/Cyperus_difformis,Plantae,Variable Flatsedge,introduced,143310110,cc-by-nc,"(c) Keith Bradley, some rights reserved (CC BY-NC), uploaded by Keith Bradley",https://inaturalist-open-data.s3.amazonaws.com/photos/143310110/square.jpg,,Keith Bradley,https://inaturalist-open-data.s3.amazonaws.com/photos/143310110/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/143310110/medium.jpg,2048,1367,0,0,82761470,introduced,21,Florida,"Florida, US",97394/1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,61012,species,10,47126,,TRUE,Medicago arabica,1092878,48460/47126/211194/47125/47124/47123/47122/507502/512504/53152/1092878,FALSE,0,5,11944,NA,NA,NA,https://en.wikipedia.org/wiki/Medicago_arabica,Plantae,Spotted medick,introduced,63696933,cc-by-nc,"(c) Cin-Ty Lee, some rights reserved (CC BY-NC), uploaded by Cin-Ty Lee",https://inaturalist-open-data.s3.amazonaws.com/photos/63696933/square.jpg,,Cin-Ty Lee,https://inaturalist-open-data.s3.amazonaws.com/photos/63696933/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/63696933/medium.jpg,1536,2048,1,0,30894970,introduced,21,Florida,"Florida, US",97394/1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,82135,species,10,47126,,TRUE,Bauhinia purpurea,68226,48460/47126/211194/47125/47124/47123/47122/746804/746815/68226,FALSE,0,6,7343,NA,NA,NA,http://en.wikipedia.org/wiki/Phanera_purpurea,Plantae,Orchid Tree,introduced,103234479,NA,"(c) alclam2006, all rights reserved, uploaded by alclam2006",https://static.inaturalist.org/photos/103234479/square.jpeg,,alclam2006,https://static.inaturalist.org/photos/103234479/square.jpeg,https://static.inaturalist.org/photos/103234479/medium.jpeg,1365,2048,0,0,47996841,introduced,21,Florida,"Florida, US",97394/1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,119792,species,10,47126,,TRUE,Paulownia tomentosa,119794,48460/47126/211194/47125/47124/48151/71586/119794,FALSE,0,4,33531,NA,NA,NA,http://en.wikipedia.org/wiki/Paulownia_tomentosa,Plantae,princess tree,introduced,3449085,cc-by-sa,"(c) cwwood, some rights reserved (CC BY-SA), uploaded by cwwood",https://inaturalist-open-data.s3.amazonaws.com/photos/3449085/square.jpg,,cwwood,https://inaturalist-open-data.s3.amazonaws.com/photos/3449085/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/3449085/medium.jpg,1536,2048,0,0,34069198,introduced,21,Florida,"Florida, US",97394/1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,125396,species,10,47126,,TRUE,Aspidistra elatior,125397,48460/47126/211194/47125/47163/47218/47599/508722/1415176/125397,FALSE,1,2,3510,NA,NA,NA,http://en.wikipedia.org/wiki/Aspidistra_elatior,Plantae,cast-iron plant,introduced,124571342,NA,"(c) Lezanne Rossouw, all rights reserved, uploaded by Lezanne Rossouw",https://static.inaturalist.org/photos/124571342/square.jpeg,,Lezanne Rossouw,https://static.inaturalist.org/photos/124571342/square.jpeg,https://static.inaturalist.org/photos/124571342/medium.jpeg,2048,1536,0,0,33398218,introduced,21,Florida,"Florida, US",97394/1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,125685,species,10,47126,,TRUE,Murdannia keisak,125690,48460/47126/211194/47125/47163/49146/49147/1432346/1432348/125690,FALSE,0,2,2211,NA,NA,NA,https://en.wikipedia.org/wiki/Murdannia_keisak,Plantae,marsh dewflower,introduced,32156817,cc-by-nc,"(c) V.S. Volkotrub, some rights reserved (CC BY-NC), uploaded by V.S. Volkotrub",https://inaturalist-open-data.s3.amazonaws.com/photos/32156817/square.jpeg,,V.S. Volkotrub,https://inaturalist-open-data.s3.amazonaws.com/photos/32156817/square.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/32156817/medium.jpeg,1494,1000,0,0,45050754,introduced,21,Florida,"Florida, US",97394/1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,158105,species,10,47126,,TRUE,Agave weberi,50822,48460/47126/211194/47125/47163/47218/47599/194780/50822,FALSE,1,3,245,NA,NA,NA,http://en.wikipedia.org/wiki/Agave_weberi,Plantae,Weber's Century Plant,introduced,2352692,cc-by-nc,"(c) The Ruth Bancroft Garden, some rights reserved (CC BY-NC)",https://inaturalist-open-data.s3.amazonaws.com/photos/2352692/square.jpg,,The Ruth Bancroft Garden,https://inaturalist-open-data.s3.amazonaws.com/photos/2352692/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/2352692/medium.jpg,400,300,0,0,30658644,introduced,21,Florida,"Florida, US",97394/1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,160233,species,10,47126,,TRUE,Casuarina cunninghamiana,62891,48460/47126/211194/47125/47124/47853/62890/62891,FALSE,0,5,9092,NA,NA,NA,http://en.wikipedia.org/wiki/Casuarina_cunninghamiana,Plantae,River sheoak,introduced,57118907,cc-by-nc,"(c) Sandile Mdoko, some rights reserved (CC BY-NC), uploaded by Sandile Mdoko",https://inaturalist-open-data.s3.amazonaws.com/photos/57118907/square.jpeg,,Sandile Mdoko,https://inaturalist-open-data.s3.amazonaws.com/photos/57118907/square.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/57118907/medium.jpeg,1536,2048,0,0,60408926,introduced,21,Florida,"Florida, US",97394/1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,160259,species,10,47126,,TRUE,Celosia argentea,127364,48460/47126/211194/47125/47124/47366/52327/929251/127364,FALSE,5,4,16247,NA,NA,NA,http://en.wikipedia.org/wiki/Celosia_argentea,Plantae,Quail Grass,introduced,113870698,cc0,"no rights reserved, uploaded by 葉子",https://inaturalist-open-data.s3.amazonaws.com/photos/113870698/square.jpeg,,葉子,https://inaturalist-open-data.s3.amazonaws.com/photos/113870698/square.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/113870698/medium.jpeg,1536,2048,2,0,41099444,introduced,21,Florida,"Florida, US",97394/1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,170415,species,10,47126,,TRUE,Zephyranthes candida,120027,48460/47126/211194/47125/47163/47218/55849/924654/924785/924787/120027,FALSE,0,4,4289,NA,NA,NA,http://en.wikipedia.org/wiki/Zephyranthes_candida,Plantae,White rain-lily,introduced,150236281,cc-by,"(c) Forest and Kim Starr, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/150236281/square.jpg,,Forest and Kim Starr,https://inaturalist-open-data.s3.amazonaws.com/photos/150236281/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/150236281/medium.jpg,1536,2048,0,0,20989396,introduced,21,Florida,"Florida, US",97394/1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,208814,species,10,47126,,TRUE,Magnolia figo,1529436,48460/47126/211194/47125/47124/50898/53581/1529505/82096/1529436,FALSE,0,2,2568,NA,NA,NA,http://en.wikipedia.org/wiki/Magnolia_figo,Plantae,banana-shrub,introduced,63148349,NA,"(c) Jeni Bryan, all rights reserved, uploaded by Jeni Bryan",https://static.inaturalist.org/photos/63148349/square.jpeg,,Jeni Bryan,https://static.inaturalist.org/photos/63148349/square.jpeg,https://static.inaturalist.org/photos/63148349/medium.jpeg,1536,1536,0,0,79249722,introduced,21,Florida,"Florida, US",97394/1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,349232,species,10,47126,,TRUE,Viburnum suspensum,54774,48460/47126/211194/47125/47124/48526/781703/54774,FALSE,0,1,621,NA,NA,NA,http://en.wikipedia.org/wiki/Viburnum_suspensum,Plantae,Sandankwa Viburnum,introduced,179899585,cc-by-nc,"(c) α Sco, some rights reserved (CC BY-NC), uploaded by α Sco",https://inaturalist-open-data.s3.amazonaws.com/photos/179899585/square.jpg,,α Sco,https://inaturalist-open-data.s3.amazonaws.com/photos/179899585/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/179899585/medium.jpg,2048,1536,0,0,94027175,introduced,21,Florida,"Florida, US",97394/1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,369730,species,10,47126,,TRUE,Oplismenus undulatifolius,156680,48460/47126/211194/47125/47163/47162/47434/326013/325977/1138116/156680,FALSE,2,1,3976,NA,NA,NA,http://en.wikipedia.org/wiki/Oplismenus_undulatifolius,Plantae,wavyleaf basketgrass,introduced,4217286,cc-by-sa,"(c) harum.koh, some rights reserved (CC BY-SA), uploaded by harum.koh",https://inaturalist-open-data.s3.amazonaws.com/photos/4217286/square.JPG,,harum.koh,https://inaturalist-open-data.s3.amazonaws.com/photos/4217286/square.JPG,https://inaturalist-open-data.s3.amazonaws.com/photos/4217286/medium.JPG,1365,2048,2,0,92308009,introduced,21,Florida,"Florida, US",97394/1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,559683,species,10,47126,,TRUE,Cleome houtteana,56751,48460/47126/211194/47125/47124/71275/71409/56751,FALSE,2,1,9358,NA,NA,NA,http://en.wikipedia.org/wiki/Cleome_hassleriana,Plantae,Spider flower,introduced,271146597,cc-by-sa,"(c) Douglas Goldman, some rights reserved (CC BY-SA), uploaded by Douglas Goldman",https://inaturalist-open-data.s3.amazonaws.com/photos/271146597/square.jpg,,Douglas Goldman,https://inaturalist-open-data.s3.amazonaws.com/photos/271146597/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/271146597/medium.jpg,1371,2048,0,0,96741912,introduced,21,Florida,"Florida, US",97394/1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
